rt,choice,condition
1.2580000000000007,1,positive_high_dominance
1.2840000000000007,1,positive_high_dominance
0.4770000000000001,1,positive_high_dominance
0.7880000000000004,1,positive_high_dominance
0.8120000000000003,1,positive_high_dominance
0.6650000000000003,1,positive_high_dominance
0.6030000000000002,1,positive_high_dominance
1.8169999999999438,1,positive_high_dominance
0.5860000000000002,1,positive_high_dominance
0.6620000000000003,1,positive_high_dominance
0.8180000000000003,1,positive_high_dominance
1.0180000000000005,1,positive_high_dominance
1.2470000000000008,0,positive_high_dominance
1.4369999999999856,0,positive_high_dominance
1.1900000000000006,1,positive_high_dominance
0.9690000000000005,1,positive_high_dominance
1.1210000000000007,1,positive_high_dominance
1.559999999999972,1,positive_high_dominance
0.5360000000000001,1,positive_high_dominance
1.2100000000000006,1,positive_high_dominance
0.7000000000000003,1,positive_high_dominance
0.6530000000000002,1,positive_high_dominance
0.4950000000000001,1,positive_high_dominance
1.5119999999999774,1,positive_high_dominance
1.0820000000000005,1,positive_high_dominance
0.9630000000000005,1,positive_high_dominance
0.6070000000000002,1,positive_high_dominance
0.6960000000000003,1,positive_high_dominance
1.2150000000000007,0,positive_high_dominance
0.5450000000000002,1,positive_high_dominance
0.9460000000000004,1,positive_high_dominance
0.8960000000000004,1,positive_high_dominance
0.5890000000000002,1,positive_high_dominance
2.1549999999999065,1,positive_high_dominance
1.1900000000000006,1,positive_high_dominance
0.5470000000000002,0,positive_high_dominance
1.2580000000000007,1,positive_high_dominance
1.6939999999999573,1,positive_high_dominance
0.7100000000000003,1,positive_high_dominance
1.1260000000000006,1,positive_high_dominance
0.8400000000000003,1,positive_high_dominance
0.44700000000000006,1,positive_high_dominance
0.5910000000000002,1,positive_high_dominance
1.614999999999966,1,positive_high_dominance
1.0060000000000004,0,positive_high_dominance
1.1750000000000007,1,positive_high_dominance
1.0880000000000005,1,positive_high_dominance
1.7859999999999472,1,positive_high_dominance
1.0320000000000005,1,positive_high_dominance
0.8130000000000004,1,positive_high_dominance
0.9670000000000005,1,positive_high_dominance
0.8550000000000004,0,positive_high_dominance
1.7029999999999563,1,positive_high_dominance
0.8710000000000004,1,positive_high_dominance
1.6039999999999672,1,positive_high_dominance
1.2970000000000008,1,positive_high_dominance
1.5549999999999726,1,positive_high_dominance
1.3939999999999904,1,positive_high_dominance
0.5790000000000002,0,positive_high_dominance
0.3990000000000001,1,positive_high_dominance
1.0820000000000005,1,positive_high_dominance
0.7080000000000003,1,positive_high_dominance
0.5340000000000001,0,positive_high_dominance
1.1330000000000007,1,positive_high_dominance
0.4780000000000001,1,positive_high_dominance
2.232999999999898,1,positive_high_dominance
0.5090000000000001,1,positive_high_dominance
1.5669999999999713,1,positive_high_dominance
1.9339999999999309,1,positive_high_dominance
0.8490000000000004,1,positive_high_dominance
0.5510000000000002,1,positive_high_dominance
1.5199999999999765,1,positive_high_dominance
0.7360000000000003,1,positive_high_dominance
0.4670000000000001,1,positive_high_dominance
1.6899999999999578,1,positive_high_dominance
0.5860000000000002,1,positive_high_dominance
0.6970000000000003,0,positive_high_dominance
1.9079999999999337,1,positive_high_dominance
0.7920000000000004,1,positive_high_dominance
0.8610000000000004,1,positive_high_dominance
0.8400000000000003,1,positive_high_dominance
0.7140000000000003,1,positive_high_dominance
2.3639999999998835,0,positive_high_dominance
0.5990000000000002,1,positive_high_dominance
0.5730000000000002,1,positive_high_dominance
0.5960000000000002,1,positive_high_dominance
2.4479999999998743,0,positive_high_dominance
1.0290000000000006,1,positive_high_dominance
0.8910000000000005,1,positive_high_dominance
1.3739999999999926,1,positive_high_dominance
2.387999999999881,1,positive_high_dominance
1.6269999999999647,1,positive_high_dominance
0.7250000000000003,1,positive_high_dominance
1.1160000000000005,1,positive_high_dominance
0.7360000000000003,1,positive_high_dominance
1.0840000000000005,1,positive_high_dominance
1.7489999999999513,1,positive_high_dominance
0.7040000000000003,1,positive_high_dominance
0.7860000000000004,1,positive_high_dominance
0.5360000000000001,1,positive_high_dominance
1.2380000000000007,1,positive_high_dominance
0.9220000000000004,1,positive_high_dominance
0.8420000000000003,1,positive_high_dominance
3.5269999999997554,0,positive_high_dominance
0.4670000000000001,1,positive_high_dominance
0.5550000000000002,1,positive_high_dominance
1.3809999999999918,0,positive_high_dominance
1.0110000000000006,0,positive_high_dominance
0.9040000000000004,1,positive_high_dominance
1.2320000000000007,1,positive_high_dominance
1.1150000000000007,1,positive_high_dominance
0.5830000000000002,1,positive_high_dominance
0.5270000000000001,1,positive_high_dominance
0.9950000000000006,1,positive_high_dominance
1.1920000000000006,1,positive_high_dominance
0.5010000000000001,0,positive_high_dominance
0.9600000000000004,1,positive_high_dominance
1.2810000000000008,1,positive_high_dominance
0.7920000000000004,1,positive_high_dominance
1.9129999999999332,1,positive_high_dominance
1.1500000000000006,1,positive_high_dominance
1.9159999999999329,0,positive_high_dominance
1.8769999999999372,1,positive_high_dominance
0.7960000000000004,1,positive_high_dominance
0.5960000000000002,1,positive_high_dominance
2.266999999999894,1,positive_high_dominance
2.013999999999922,1,positive_high_dominance
1.1630000000000007,1,positive_high_dominance
1.0490000000000006,0,positive_high_dominance
0.9030000000000005,1,positive_high_dominance
1.7029999999999563,1,positive_high_dominance
1.795999999999946,1,positive_high_dominance
0.44500000000000006,1,positive_high_dominance
1.5189999999999766,1,positive_high_dominance
0.7030000000000003,1,positive_high_dominance
0.6340000000000002,1,positive_high_dominance
0.5270000000000001,1,positive_high_dominance
1.1020000000000005,1,positive_high_dominance
2.731999999999843,1,positive_high_dominance
0.7110000000000003,1,positive_high_dominance
1.1020000000000005,0,positive_high_dominance
1.1570000000000007,1,positive_high_dominance
3.4099999999997683,1,positive_high_dominance
1.5409999999999742,1,positive_high_dominance
0.8110000000000004,1,positive_high_dominance
1.4039999999999893,0,positive_high_dominance
0.8610000000000004,1,positive_high_dominance
2.148999999999907,1,positive_high_dominance
2.0649999999999165,1,positive_high_dominance
1.0270000000000006,1,positive_high_dominance
3.205999999999791,1,positive_high_dominance
0.5290000000000001,0,positive_high_dominance
0.8880000000000003,1,positive_high_dominance
0.8960000000000004,1,positive_high_dominance
1.0650000000000006,1,positive_high_dominance
1.1500000000000006,1,positive_high_dominance
0.42900000000000005,1,positive_high_dominance
0.45500000000000007,1,positive_high_dominance
0.44800000000000006,1,positive_high_dominance
1.2170000000000007,0,positive_high_dominance
1.0460000000000005,1,positive_high_dominance
0.7580000000000003,1,positive_high_dominance
0.5860000000000002,0,positive_high_dominance
1.0560000000000005,1,positive_high_dominance
0.4020000000000001,1,positive_high_dominance
0.7810000000000004,1,positive_high_dominance
0.8590000000000004,1,positive_high_dominance
1.2830000000000008,1,positive_high_dominance
0.7580000000000003,1,positive_high_dominance
3.5099999999997573,1,positive_high_dominance
0.8610000000000004,1,positive_high_dominance
0.6080000000000002,1,positive_high_dominance
0.4170000000000001,1,positive_high_dominance
1.1450000000000007,1,positive_high_dominance
1.1640000000000006,1,positive_high_dominance
0.7440000000000003,1,positive_high_dominance
1.8029999999999453,1,positive_high_dominance
0.8940000000000003,0,positive_high_dominance
0.5550000000000002,1,positive_high_dominance
0.9340000000000004,1,positive_high_dominance
2.4569999999998733,1,positive_high_dominance
0.6840000000000003,1,positive_high_dominance
2.0109999999999224,1,positive_high_dominance
0.5450000000000002,1,positive_high_dominance
0.5280000000000001,1,positive_high_dominance
0.9520000000000004,1,positive_high_dominance
0.7270000000000003,1,positive_high_dominance
0.6870000000000003,1,positive_high_dominance
0.6010000000000002,1,positive_high_dominance
1.4649999999999825,1,positive_high_dominance
1.9859999999999252,1,positive_high_dominance
0.9330000000000005,1,positive_high_dominance
0.5340000000000001,1,positive_high_dominance
1.1210000000000007,1,positive_high_dominance
0.7670000000000003,1,positive_high_dominance
1.1910000000000007,1,positive_high_dominance
1.1610000000000007,1,positive_high_dominance
2.1989999999999017,1,positive_high_dominance
0.9140000000000004,1,positive_high_dominance
0.8370000000000004,1,positive_high_dominance
0.7820000000000004,1,positive_high_dominance
0.4900000000000001,0,positive_high_dominance
0.7300000000000003,1,positive_high_dominance
0.8190000000000004,1,positive_high_dominance
2.369999999999883,1,positive_high_dominance
2.6819999999998485,1,positive_high_dominance
0.6050000000000002,1,positive_high_dominance
2.5349999999998647,1,positive_high_dominance
0.7480000000000003,0,positive_high_dominance
0.5910000000000002,1,positive_high_dominance
1.1060000000000005,1,positive_high_dominance
2.4709999999998717,1,positive_high_dominance
1.2090000000000007,1,positive_high_dominance
1.3109999999999995,1,positive_high_dominance
1.3819999999999917,1,positive_high_dominance
1.1300000000000006,1,positive_high_dominance
0.6070000000000002,1,positive_high_dominance
0.9260000000000004,1,positive_high_dominance
0.6930000000000003,1,positive_high_dominance
